Price,Open,High,Low,Close,Volume,MA_7,MA_30,RSI,Price_Change,Volume_Change,HL_Spread,MACD,Target
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,
Date,,,,,,,,,,,,,
2019-02-09,3671.5859375,3679.94140625,3646.559326171875,3671.20361328125,6158833645,3505.8211844308034,3570.8141927083334,54.968478082880196,0.12063280354683847,-20.383483468786956,33.382080078125,-40.61843067141217,1
2019-02-10,3673.201416015625,3695.0361328125,3640.97998046875,3690.188232421875,6282256903,3538.1318708147323,3570.9082845052085,57.67189273770441,0.5171224791767015,2.004003762955997,54.05615234375,-25.06125742590757,0
2019-02-11,3695.613037109375,3695.613037109375,3642.287841796875,3648.4306640625,6277056434,3565.17138671875,3570.4792724609374,64.34109686108076,-1.1315836951756086,-0.08278026639624292,53.3251953125,-15.918078627745672,1
2019-02-12,3642.751953125,3668.5869140625,3618.556884765625,3653.528564453125,6480384532,3591.9101213727677,3573.831787109375,67.02429793684851,0.13972858086190865,3.2392268595621276,50.030029296875,-8.166546733321411,0
2019-02-13,3653.60400390625,3669.74658203125,3617.246337890625,3632.070556640625,6438903823,3623.0962262834823,3571.365730794271,62.43337121569936,-0.5873228423961097,-0.6400964139576804,52.500244140625,-3.7120930605296962,0
2019-02-14,3631.170166015625,3646.256591796875,3607.69775390625,3616.880859375,6271044418,3654.1546805245534,3570.9059163411457,63.87032889468618,-0.41821041273146786,-2.606956239979852,38.558837890625,-1.3915471664486176,1
2019-02-15,3617.368408203125,3647.795166015625,3608.20654296875,3620.810791015625,6091952231,3647.5876116071427,3569.766048177083,62.13913304939683,0.10865526937218206,-2.8558590094808656,39.588623046875,0.7559012537094532,1
2019-02-16,3615.270263671875,3652.84130859375,3615.270263671875,3629.78759765625,5934744052,3641.6710379464284,3568.140169270833,60.39210177396931,0.24792255543701902,-2.5805878483422418,37.571044921875,3.145859363300133,1
2019-02-17,3633.359375,3680.537353515625,3619.18212890625,3673.836181640625,7039512503,3639.335030691964,3568.6733968098956,70.56587664025163,1.213530621263259,18.61526699921785,61.355224609375,8.496330571979797,1
2019-02-18,3671.369873046875,3936.6650390625,3669.982421875,3915.71435546875,9908216640,3677.5184151785716,3574.9115966796876,80.55377014307444,6.583804009467542,40.75146021514211,266.6826171875,31.886595891884554,1
2019-02-19,3911.66162109375,4010.87939453125,3908.153076171875,3947.094482421875,9933626655,3719.4564034598216,3586.4476236979167,81.16330618933233,0.8013895832135631,0.25645397071172304,102.726318359375,52.35218031950217,1
2019-02-20,3946.68505859375,4000.486328125,3926.246826171875,3999.820556640625,8693373948,3771.992117745536,3600.5738932291665,87.98357027256081,1.3358199164869689,-12.485396825093387,74.239501953125,71.99593266833926,0
2019-02-21,4000.2568359375,4010.009521484375,3940.108154296875,3954.1181640625,7775128102,3820.168875558036,3612.2252604166665,84.54183976874717,-1.1426110729454764,-10.562594586319985,69.9013671875,82.92009555457662,1
2019-02-22,3952.406494140625,4006.538330078125,3950.81640625,4005.526611328125,7826525254,3875.1282784598216,3626.2387125651044,78.85591642940776,1.300124202985553,0.6610457258804381,55.721923828125,94.63491303302271,1
2019-02-23,3998.916259765625,4166.2861328125,3968.726806640625,4142.52685546875,8922258316,3948.3767438616073,3644.294091796875,82.75177030635545,3.420280463327119,14.000249490538463,197.559326171875,113.66352269221898,0
2019-02-24,4145.4580078125,4210.6416015625,3793.708984375,3810.427490234375,10794227451,3967.8897879464284,3651.3161458333334,55.82185983656709,-8.016830712779921,20.980889240149626,416.9326171875,100.78440969776784,1
2019-02-25,3807.00244140625,3913.707275390625,3807.00244140625,3882.6962890625,9318796067,3963.172921316964,3660.6573404947917,61.017373784135934,1.8966060635805304,-13.668707563349635,106.704833984375,95.31042865766085,0
2019-02-26,3878.697265625,3891.578857421875,3837.986328125,3854.35791015625,7931218996,3949.9248395647323,3669.67041015625,59.24283946996741,-0.7298633937987575,-14.890089460308397,53.592529296875,87.67492691966936,0
2019-02-27,3857.479736328125,3888.802490234375,3787.058837890625,3851.04736328125,8301309684,3928.6715262276784,3682.356974283854,60.2492513569049,-0.08589100836423613,4.6662522896751435,101.74365234375,80.4294625375428,1
2019-02-28,3848.261962890625,3906.058349609375,3845.8212890625,3854.785400390625,8399767798,3914.481131417411,3695.912589518229,61.255829437031224,0.09706546704713048,1.186055185843382,60.237060546875,74.13443257693734,1
2019-03-01,3853.757080078125,3907.79541015625,3851.6923828125,3859.583740234375,7661247975,3893.632149832589,3708.359326171875,61.28764051064647,0.12447748305945971,-8.792145696882747,56.10302734375,68.74036575685386,1
2019-03-02,3855.318115234375,3874.607421875,3832.1279296875,3864.4150390625,7578786076,3853.9018903459823,3721.9134033203127,61.13531208128189,0.12517668104363722,-1.0763507364477398,42.4794921875,64.11628179285754,0
2019-03-03,3862.26611328125,3875.483642578125,3836.90576171875,3847.17578125,7253558152,3859.1516462053573,3733.8877522786456,58.44142935714502,-0.44610264783262465,-4.291293100750138,38.577880859375,58.387542658896564,0
2019-03-04,3845.091552734375,3867.3818359375,3733.749755859375,3761.55712890625,9029175788,3841.8460518973216,3741.904296875,41.145070797026094,-2.2254936403225956,24.47926381496528,133.632080078125,46.40385121131794,1
2019-03-05,3759.83251953125,3903.916748046875,3745.18310546875,3896.375,10174126415,3847.8484933035716,3756.3163492838544,47.39605699051287,3.5840973956695166,12.680566353815692,158.733642578125,47.240802315863675,1
2019-03-06,3897.0810546875,3919.510498046875,3871.460693359375,3903.942626953125,9175291529,3855.404959542411,3771.1426350911456,44.838275173522575,0.19422224383240927,-9.81740195922266,48.0498046875,47.961861857670556,1
2019-03-07,3903.384765625,3939.373291015625,3894.113037109375,3911.484375,9584165519,3863.504813058036,3785.9802001953126,47.606399456112015,0.19318286070102442,4.456250667433159,45.26025390625,48.58184154963283,0
2019-03-08,3913.225830078125,3950.43212890625,3875.228515625,3901.131591796875,10638638944,3869.4402204241073,3802.2256591796877,43.85566807658021,-0.26467658337827604,11.002245557107425,75.20361328125,47.68807835705002,1
2019-03-09,3894.552490234375,3987.23779296875,3892.390380859375,3963.313720703125,10796103518,3883.568603515625,3821.0203938802083,38.43345704686544,1.5939510740166751,1.4801195418781221,94.847412109375,51.40478040259586,0
2019-03-10,3966.17431640625,3966.17431640625,3924.381103515625,3951.599853515625,9713267607,3898.486328125,3830.5143798828126,65.53668885674182,-0.29555740506511663,-10.02987706809797,41.793212890625,52.79647743867781,0
2019-03-11,3953.740234375,3966.384765625,3889.239013671875,3905.227294921875,10125901903,3919.0106375558034,3838.3151692708334,52.629527456076715,-1.173513521428382,4.248151216410734,77.145751953125,49.58593366244668,1
2019-03-12,3903.75830078125,3926.88916015625,3863.55908203125,3909.15625,9809887079,3920.8365304129466,3845.6141031901043,56.781743250102735,0.10060759032475275,-3.1208560682024267,63.330078125,46.818889414794285,0
2019-03-13,3913.04736328125,3926.59765625,3891.904296875,3906.71728515625,9469184841,3921.23291015625,3854.2236572265624,56.904503806161316,-0.06239108103570645,-3.473049539268813,34.693359375,43.92286735955577,1
2019-03-14,3905.576904296875,3946.50439453125,3901.296875,3924.369140625,10480789570,3923.0735909598216,3863.251676432292,58.342255662337315,0.4518334494236109,10.683123690013097,45.20751953125,42.56148393646845,1
2019-03-15,3926.663330078125,3968.54296875,3914.015380859375,3960.9111328125,9394210605,3931.613525390625,3874.213028971354,61.28871343530893,0.9311558336655423,-10.3673388130051,54.527587890625,43.924872552295255,1
2019-03-16,3963.900146484375,4077.036376953125,3961.657470703125,4048.725830078125,9856166973,3943.815255301339,3888.607861328125,67.32951271771013,2.217032756381765,4.9174580752333386,115.37890625,51.49764720352232,0
2019-03-17,4047.719482421875,4054.1220703125,4006.4111328125,4025.22900390625,8221625400,3954.3337053571427,3902.0884684244793,66.54645083478007,-0.5803511316403887,-16.583947669288335,47.7109375,54.96947429030479,1
2019-03-18,4029.968505859375,4071.556640625,4009.1171875,4032.50732421875,9646954186,3972.5165666852677,3915.512459309896,79.47031544421148,0.18081754616785517,17.336338213609203,62.439453125,57.643740730345144,1
2019-03-19,4032.69189453125,4082.216064453125,4023.8125,4071.190185546875,9344919956,3995.6642717633927,3928.7575927734374,74.0417939473382,0.9592756619634768,-3.1308765873307776,58.403564453125,62.167867298086094,1
2019-03-20,4070.7939453125,4089.4619140625,4031.11083984375,4087.476318359375,10175916388,4021.486990792411,3934.4829915364585,74.64970876282237,0.40003370194585663,8.89249384599009,58.35107421875,66.30312386699325,0
2019-03-21,4083.953857421875,4097.35986328125,4005.1513671875,4029.326904296875,10831212662,4036.48095703125,3937.224072265625,63.932955501300974,-1.4226238767748978,6.439678246302827,92.20849609375,64.14870639471883,0
2019-03-22,4028.5146484375,4053.90673828125,4021.54248046875,4023.96826171875,9252935969,4045.4891183035716,3938.0289957682294,64.69699545541381,-0.13299101079167208,-14.571560380650572,32.3642578125,61.302263025368575,1
2019-03-23,4022.71337890625,4049.882568359375,4015.964599609375,4035.826416015625,9578850549,4043.6463448660716,3940.7526041666665,59.86370700992309,0.2946880672416219,3.522282885042194,33.91796875,59.31949191892909,0
2019-03-24,4035.16357421875,4040.69970703125,4006.19287109375,4022.168212890625,9144851065,4043.2090890066966,3941.30732421875,59.54871480445894,-0.33842394882989124,-4.53080963921405,34.5068359375,56.00048989771403,0
2019-03-25,4024.11279296875,4038.8408203125,3934.03125,3963.070556640625,10359818883,4033.28955078125,3935.325447591146,57.56630085854838,-1.4692984758966188,13.285813069717832,104.8095703125,48.04760701901023,1
2019-03-26,3969.228759765625,3985.080810546875,3944.753173828125,3985.080810546875,10707678815,4020.988211495536,3941.147224934896,59.48288952978148,0.555383851780511,3.3577800531901403,40.32763671875,43.024968528000045,1
2019-03-27,3984.244873046875,4087.066162109375,3977.810546875,4087.066162109375,10897131934,4020.929617745536,3947.9595540364585,68.03956494579406,2.5591790081793686,1.7693201512040346,109.255615234375,46.73512346990947,0
2019-03-28,4087.58447265625,4094.902099609375,4040.266357421875,4069.107177734375,9353915899,4026.6125139508927,3955.1178629557294,64.4686676165248,-0.43941017009940797,-14.161671569608437,54.6357421875,47.67672048599297,1
2019-03-29,4068.2998046875,4113.5009765625,4034.09716796875,4098.37451171875,10918665557,4037.2419782366073,3963.362101236979,63.94426750803644,0.7192568960710188,16.728284441463526,79.40380859375,50.20583059722276,1
2019-03-30,4092.13623046875,4296.806640625,4053.90966796875,4106.66015625,9732688060,4047.361083984375,3971.7579264322917,57.00749891181027,0.20216904305738748,-10.861927135772243,242.89697265625,52.276144001992634,0
2019-03-31,4105.4560546875,4113.0234375,4094.100830078125,4105.404296875,9045122443,4059.251953125,3979.951944986979,60.24911365225207,-0.03058103975535076,-7.064498654033713,18.922607421875,53.2022623718035,1
2019-04-01,4105.3623046875,4164.953125,4096.9013671875,4158.18310546875,10157794171,4087.125174386161,3989.7442138671877,64.3914562889653,1.285593446519373,12.301345117346575,68.0517578125,57.531835428315844,1
2019-04-02,4156.91943359375,4905.95458984375,4155.31689453125,4879.8779296875,21315047816,4214.953334263393,4024.167618815104,86.11356964475225,17.35601357404375,109.83933575710174,750.6376953125,117.83941470738318,1
2019-04-03,4879.9580078125,5307.00341796875,4876.62109375,4973.02197265625,22899891582,4341.518450055803,4064.5497802734376,87.00557063562297,1.9087371510277729,7.435328222957804,430.38232421875,171.17633734567062,0
2019-04-04,4971.3076171875,5063.15966796875,4836.7939453125,4922.798828125,18251810240,4463.474400111607,4098.763907877604,87.5857851771348,-1.0099119772122078,-20.29739453287862,226.36572265625,207.00739241482006,1
2019-04-05,4922.80615234375,5053.509765625,4919.49169921875,5036.68115234375,16837325387,4597.518205915178,4136.521858723959,89.03756199034656,2.3133653881632465,-7.749833218735025,134.01806640625,241.80572760707582,1
2019-04-06,5036.79296875,5205.82177734375,4992.22216796875,5059.8173828125,16929795194,4733.683523995535,4174.799625651041,89.13205696682607,0.4593546775932822,0.549195343527642,213.599609375,268.15938493062913,1
2019-04-07,5062.7939453125,5235.1865234375,5050.412109375,5198.89697265625,16655416140,4889.896763392857,4218.0584716796875,91.03531593290816,2.7487076967675605,-1.6206873790017284,184.7744140625,296.8455579787196,1
2019-04-08,5199.83544921875,5318.83642578125,5148.2119140625,5289.77099609375,17154113634,5051.552176339285,4262.273714192708,95.26206975477766,1.7479481496835758,2.994206147766665,170.62451171875,323.1868343677779,0
2019-04-09,5289.91796875,5289.91796875,5167.4189453125,5204.95849609375,14722104361,5097.992257254465,4304.052335611979,89.90757381627122,-1.6033302776742198,-14.177411464616164,122.4990234375,333.3758761612826,1
2019-04-10,5204.10546875,5421.6513671875,5193.38232421875,5324.5517578125,15504590933,5148.210797991072,4351.363151041666,90.0225208259605,2.297679449480783,5.315045681056763,228.26904296875,347.0997915934586,0
2019-04-11,5325.08154296875,5354.2255859375,5017.29638671875,5064.48779296875,16555616019,5168.452078683035,4389.874202473959,77.8336031986792,-4.884241466188555,6.778799199164909,336.92919921875,333.15075045912636,1
2019-04-12,5061.20068359375,5103.2744140625,4955.8525390625,5089.5390625,13675206312,5176.003208705357,4429.301595052083,77.78121447635982,0.4946456691243162,-17.39838435304556,147.421875,320.42381665028734,1
2019-04-13,5088.85009765625,5127.1220703125,5061.58935546875,5096.58642578125,10823289598,5181.255929129465,4468.375504557292,77.76578054207236,0.13846761356397508,-20.854652199999656,65.53271484375,307.3632015729172,1
2019-04-14,5095.7587890625,5184.01611328125,5053.568359375,5167.72216796875,10391952498,5176.802385602678,4508.6025390625,78.6722826180068,1.3957526910101548,-3.985268028674993,130.44775390625,299.30245749508595,0
2019-04-15,5167.32177734375,5196.60693359375,5024.0693359375,5067.1083984375,12290155061,5144.993443080357,4542.5486246744795,73.91465551330563,-1.9469655345422332,18.266081983778527,172.53759765625,281.5500358476247,1
2019-04-16,5066.57763671875,5238.9453125,5055.19482421875,5235.5595703125,11618660197,5149.365025111607,4582.892976888021,63.20167111412683,3.3244043472001383,-5.463680976091467,183.75048828125,277.87059629223313,1
2019-04-17,5236.13525390625,5274.275390625,5219.20556640625,5251.93798828125,12438480677,5138.991629464285,4623.540665690104,60.977982535779056,0.3128303240330199,7.056067275396205,55.06982421875,273.1277684866027,1
2019-04-18,5251.48046875,5319.986328125,5250.5068359375,5298.3857421875,13256489918,5172.405622209822,4664.447184244792,64.82696140605182,0.8843926567657423,6.57644017980894,69.4794921875,270.0045445232972,1
2019-04-19,5298.154296875,5336.68017578125,5233.3349609375,5303.8125,13780238655,5203.01611328125,4704.991723632813,61.533055093297826,0.10242285247921146,3.950885492613243,103.34521484375,264.9135030724374,1
2019-04-20,5304.16064453125,5358.49072265625,5295.8779296875,5337.88623046875,13169647522,5237.487513950893,4748.610367838542,61.89294770348336,0.642438443454596,-4.430918420839203,62.61279296875,260.62397042813154,0
2019-04-21,5335.87890625,5359.9248046875,5257.33935546875,5314.53125,13731844223,5258.460239955357,4791.629134114583,55.4890138136824,-0.43753237630730357,4.268881912449407,102.58544921875,252.43007637678693,1
2019-04-22,5312.49462890625,5422.6875,5280.27685546875,5399.365234375,14601631648,5305.925502232143,4837.080428059896,55.232304149635475,1.5962646635110156,6.334090387823932,142.41064453125,249.90104615705332,1
2019-04-23,5399.36572265625,5633.80224609375,5389.40869140625,5572.3623046875,15867308108,5354.040178571428,4888.753564453125,66.1785011961172,3.2040260809014454,8.668048136752994,244.3935546875,258.8720731476378,0
2019-04-24,5571.50830078125,5642.04443359375,5418.26318359375,5464.86669921875,17048033399,5384.458565848215,4938.8134358723955,56.24525952279014,-1.9290850018550354,7.441245124651608,223.78125,254.37539843736704,0
2019-04-25,5466.5244140625,5542.23828125,5181.3388671875,5210.515625,15330283408,5371.905691964285,4979.661263020834,56.5327560709753,-4.654296037177108,-10.075942196950171,360.8994140625,227.66338357355198,1
2019-04-26,5210.3046875,5383.63427734375,5177.36865234375,5279.34814453125,16812108040,5368.410784040178,5019.403995768229,58.171282701085374,1.3210308630683842,9.665996332636094,206.265625,209.63162552521044,0
2019-04-27,5279.47119140625,5310.75,5233.6357421875,5268.291015625,13111274675,5358.468610491072,5059.376790364583,57.36645214323032,-0.209441177273062,-22.01290496227385,77.1142578125,192.23316519823038,1
2019-04-28,5271.74658203125,5326.23193359375,5255.68359375,5285.13916015625,12819992056,5354.269740513393,5098.935611979166,55.28352214302664,0.31980284462800324,-2.2216193788953675,70.54833984375,177.75521305054554,0
2019-04-29,5284.8583984375,5311.27490234375,5216.48779296875,5247.3525390625,13735490672,5332.553641183035,5136.95869140625,58.59668652392419,-0.7149598137096702,7.141179276874277,94.787109375,161.37207036268046,1
2019-04-30,5247.72607421875,5363.25732421875,5224.18994140625,5350.7265625,13878964574,5300.891392299107,5178.46943359375,55.85639853166689,1.9700224573813152,1.0445487928034014,139.0673828125,154.94363770067594,1
2019-05-01,5350.91455078125,5418.00390625,5347.64599609375,5402.697265625,13679528236,5292.010044642857,5219.953238932291,57.398501393411784,0.9712831055362026,-1.436968420350404,70.35791015625,152.28718799881244,1
2019-05-02,5402.4228515625,5522.2626953125,5394.21728515625,5505.28369140625,14644460907,5334.119768415178,5240.80009765625,59.6232609624828,1.8988001869725712,7.053844652775498,128.04541015625,156.65398999843455,1
2019-05-03,5505.55224609375,5865.8818359375,5490.20166015625,5768.28955078125,18720780006,5403.968540736607,5267.309016927084,67.42789470077854,4.7773352676729886,27.8352281103877,375.68017578125,179.2705673557066,1
2019-05-04,5769.20263671875,5886.8935546875,5645.46923828125,5831.16748046875,17567780766,5484.379464285715,5297.587972005208,68.11706221822108,1.0900619522295596,-6.158927350412025,241.42431640625,199.96304181461528,0
2019-05-05,5831.068359375,5833.86279296875,5708.03515625,5795.70849609375,14808830723,5557.317940848215,5322.888883463542,67.51676840703067,-0.6080940822531411,-15.704601962813447,125.82763671875,211.06767641986153,0
2019-05-06,5791.693359375,5802.95751953125,5653.6875,5746.80712890625,15737171804,5628.668596540178,5345.788541666667,62.98806004039735,-0.8437513242851802,6.268834443209403,149.27001953125,213.4615953073644,1
2019-05-07,5745.59912109375,5988.17822265625,5741.39599609375,5829.50146484375,18026409033,5697.065011160715,5366.80869140625,60.30832122000557,1.4389613933892154,14.546687660981949,246.7822265625,219.50126117369837,1
2019-05-08,5849.4814453125,5989.98095703125,5794.7158203125,5982.45751953125,15320605300,5779.887904575893,5389.8982421875,70.01973973465809,2.6238273651690402,-15.010220438505684,195.26513671875,233.9333768426368,1
2019-05-09,5982.31640625,6183.0390625,5982.31640625,6174.52880859375,16784645411,5875.494349888393,5422.217252604167,89.17410709856689,3.2105750594205507,9.5560200287909,200.72265625,257.896608738185,1
2019-05-10,6175.82275390625,6434.61767578125,6161.51904296875,6378.84912109375,19419875368,5962.717145647322,5457.360498046875,90.24795326487408,3.309083475578345,15.70024205142262,273.0986328125,290.0312841977957,1
2019-05-11,6379.6669921875,7333.0029296875,6375.69873046875,7204.771484375,28867562329,6158.9462890625,5528.703287760417,94.3989175648523,12.947827227172803,48.64957566395027,957.30419921875,377.7883690595527,0
2019-05-12,7203.50732421875,7503.8720703125,6815.77099609375,6972.37158203125,27773333680,6327.041015625,5591.464371744792,85.20456525654913,-3.2256387707473633,-3.7905128134104737,688.10107421875,423.6996157692947,1
2019-05-13,6971.17822265625,8047.4130859375,6898.2822265625,7814.9150390625,28677672181,6622.485002790178,5682.075325520834,90.10459106704914,12.084029761159009,3.256139545290626,1149.130859375,522.0529239715088,1
2019-05-14,7807.88427734375,8268.712890625,7696.39111328125,7994.416015625,32031452227,6931.758510044643,5776.298453776041,90.33445346249236,2.296902470023965,11.694742951354332,572.32177734375,607.480204323283,1
2019-05-15,7989.37451171875,8216.423828125,7899.10693359375,8205.16796875,28344112920,7249.28857421875,5880.900439453125,90.78110989056276,2.6362395040874453,-11.511620768451646,317.31689453125,684.2996800125857,0
2019-05-16,8194.5009765625,8320.82421875,7729.6083984375,7884.9091796875,33167197581,7493.628627232143,5969.212093098959,82.56492339733383,-3.903135076359554,17.016177837750448,591.2158203125,711.1398822939464,0
2019-05-17,7886.92578125,7929.1455078125,7038.12451171875,7343.8955078125,30066644905,7631.492396763393,6038.944010416667,70.03735564413742,-6.8613811465161545,-9.348250386327994,891.02099609375,680.9065868116058,0
2019-05-18,7341.66455078125,7447.27197265625,7251.50439453125,7271.2080078125,21354286562,7640.983328683035,6104.704752604167,68.26775954320985,-0.9897676229553398,-28.976822557115966,195.767578125,643.6614796751664,1
2019-05-19,7267.962890625,8261.94140625,7267.962890625,8197.689453125,25902422040,7816.028738839285,6201.167317708333,74.8523461783797,12.741781617539317,21.298466070477005,993.978515625,681.0530183860747,0
2019-05-20,8196.923828125,8200.9677734375,7678.78173828125,7978.30908203125,23843404340,7839.370744977678,6289.181412760417,72.30171690558015,-2.6761244415049346,-7.949131926042852,522.18603515625,685.086667050834,0
2019-05-21,7977.96923828125,8062.16796875,7843.33984375,7963.32763671875,25127245056,7834.929547991072,6377.474625651042,71.6181320834016,-0.18777719888342093,5.384469003221204,218.828125,679.2445765831853,0
2019-05-22,7956.2919921875,7997.6123046875,7615.9873046875,7680.06640625,24719473175,7759.9150390625,6453.497998046875,66.75633057353187,-3.5570711565682367,-1.6228276521807916,381.625,644.3304237681959,1
2019-05-23,7677.26904296875,7943.79150390625,7533.19677734375,7881.8466796875,24457107820,7759.4775390625,6530.480810546875,66.81992549485139,2.627324592835456,-1.0613711430765504,410.5947265625,625.7296657541074,1
2019-05-24,7881.6953125,8140.7197265625,7824.44873046875,7987.37158203125,25919126991,7851.402692522322,6614.564306640625,66.16122022227961,1.3388347506898546,5.977890688302989,316.27099609375,612.4435408217269,1
2019-05-25,7991.88525390625,8117.92578125,7965.97607421875,8052.5439453125,22256813107,7963.022112165178,6709.298583984375,60.05485165798917,0.8159425489589589,-14.129773295495951,151.94970703125,600.2537050729625,1
2019-05-26,8055.2060546875,8687.5205078125,7924.67041015625,8673.2158203125,26677970091,8030.954450334822,6822.427506510417,68.47133416827403,7.7077738316635,19.8642858829124,762.85009765625,633.3750522205346,1
2019-05-27,8674.072265625,8907.1748046875,8668.705078125,8805.7783203125,27949839564,8149.164341517857,6940.34375,62.722853447008966,1.5284123299404317,4.767489687789528,238.4697265625,662.6816626384843,0
2019-05-28,8802.7578125,8807.0166015625,8634.7216796875,8719.9619140625,24226919267,8257.254952566964,7054.837841796875,59.54579058797349,-0.974546520800379,-13.320005964525116,172.294921875,671.2450012122226,0
2019-05-29,8718.591796875,8755.8525390625,8482.728515625,8659.4873046875,23473479966,8397.17222377232,7168.575667317708,56.2234376559294,-0.6935191916087824,-3.10992616393565,273.1240234375,665.480468563871,0
2019-05-30,8661.7607421875,9008.314453125,8221.2734375,8319.47265625,29246528551,8459.690220424107,7267.533870442709,55.92076849324582,-3.9264986075266295,24.59391872599177,787.041015625,626.2565981684247,1
2019-05-31,8320.2861328125,8586.6591796875,8172.55078125,8574.501953125,25365190957,8543.565987723214,7373.260693359375,68.1835851766684,3.0654502684543283,-13.271105277440832,414.1083984375,608.7330356643761,0
2019-06-01,8573.83984375,8625.6005859375,8481.578125,8564.0166015625,22488303544,8616.633510044643,7475.21845703125,69.4604151991147,-0.1222852548150466,-11.341871692892058,144.0224609375,587.2301818893857,1
2019-06-02,8565.4736328125,8809.3037109375,8561.2353515625,8742.9580078125,20266216022,8626.5966796875,7574.374072265625,60.591454450609376,2.0894565549692157,-9.881081148039128,248.068359375,577.9656629700712,0
2019-06-03,8741.7470703125,8743.5,8204.185546875,8208.9951171875,22004511436,8541.34193638393,7653.634993489583,53.992932742733075,-6.107348224112064,8.577306252499195,539.314453125,521.5253031632565,0
2019-06-04,8210.9853515625,8210.9853515625,7564.48876953125,7707.77099609375,24609731549,8396.743233816964,7717.37041015625,46.21388805296419,-6.105791439007158,11.839481737993896,646.49658203125,431.3786491742194,1
2019-06-05,7704.34326171875,7901.84912109375,7668.66845703125,7824.2314453125,21760923463,8277.420968191964,7786.617887369792,52.24687651821124,1.5109484866347334,-11.575941331695505,233.1806640625,365.12522505582365,0
2019-06-06,7819.63330078125,7937.3408203125,7571.47119140625,7822.0234375,19474611077,8206.35679408482,7853.035286458334,49.00577910472566,-0.028220123956368415,-10.50650442242218,365.86962890625,308.880163085646,1
2019-06-07,7826.9013671875,8126.1533203125,7788.37353515625,8043.951171875,19141423231,8130.563825334822,7921.751741536458,50.90528744116511,2.837216433167966,-1.7108831836621485,337.77978515625,278.9971541635905,0
2019-06-08,8036.77490234375,8076.89111328125,7837.61083984375,7954.1279296875,16522722810,8043.436872209822,7981.071712239584,48.437643886737945,-1.1166557363197271,-13.680803090749027,239.2802734375,245.23969874629893,0
2019-06-09,7949.6748046875,7975.97412109375,7583.2197265625,7688.0771484375,16610726547,7892.739606584822,8024.712646484375,32.376650951883974,-3.3448139582594405,0.5326224860876971,392.75439453125,194.77337136812002,1
2019-06-10,7692.28466796875,8031.90966796875,7586.73095703125,8000.32958984375,18689275117,7862.930245535715,8051.23125,36.461551113428854,4.061515452790565,12.51329112016113,445.1787109375,177.92361309149055,0
2019-06-11,8004.24365234375,8026.39404296875,7772.8037109375,7927.71435546875,17107279932,7894.350725446428,8083.076009114583,36.62408362875347,-0.9076530355347279,-8.464722013541326,253.59033203125,156.90194773269195,1
2019-06-12,7925.43408203125,8196.6484375,7862.35986328125,8145.857421875,19034432883,7940.297293526785,8094.107421875,41.766478876943566,2.7516514423324256,11.265104438930518,334.28857421875,156.04565170640853,1
